"ruleid","sourceip4","destinationip4","sourcednsname","destinationdnsname","protocol"
"9e70a0b6-dc6b-540e-95e5-4b6c00fcf505","","","","{""addr"":""https://ngoklualyak.org/iv/qiusiaroem"",""allowed"":false}",""
"abe69ac4-ad14-5f2c-8059-09837659a4c6","","","","",""
"f2245546-a3b3-50ea-a21e-c337948e01f8","","","","{""addr"":""http://108.239.155.26:43573/.i"",""allowed"":false}",""
"c667c341-de05-567c-8525-0c4719f3ece4","","","","",""
"a75bd1b8-0b73-5bc4-a8f3-37a77b45d4fb","","","","{""addr"":""https://iesanjuanmacias.edu.pe/ro/evituepxleictr"",""allowed"":false}",""
"f2de3407-0445-5cae-84e3-1bf5cc647a76","","","","",""
"89fca137-9bba-5d2c-a988-892c2c2c2c7e","","","","{""addr"":""https://vintariusdorianltd.com/fuel/offerElgie"",""allowed"":false}",""
"f237d097-2283-5d81-9ac6-0c23e3304907","","","","",""
"0a7e4570-cafd-5557-b513-694ff5fd8059","","","","{""addr"":""http://61.77.152.135:36347/.i"",""allowed"":false}",""
"2023b11f-5c92-5648-8e96-a3c6931da4fd","","","","",""
"93715749-81f3-5cd3-9fac-b4c9f50e0243","","","","{""addr"":""https://gsel.sa/ho/saeimno"",""allowed"":false}",""
"abccbdd2-b14c-5a59-a659-3c2133c697c6","","","","",""
"1167687d-268c-5574-ac2c-8637e3210cde","","","","{""addr"":""https://placeredes.com.br/qaii/aelmopbutvat"",""allowed"":false}",""
"4487c7d5-3ad1-5c0f-a5fd-c954e5099170","","","","",""
"412ae9aa-4ffc-5154-bf63-19ae6539ce6b","","","","{""addr"":""https://ngoklualyak.org/iv/octmcvtailusuateaunp"",""allowed"":false}",""
"e9283467-5b78-5993-a708-83e1f7883523","","","","",""
"f975f3a0-9403-5134-a688-7e7f5a6b22c9","","","","{""addr"":""https://drrajuldesai.com/ari/offerJones"",""allowed"":false}",""
"aa79c124-ba9a-5402-a80d-03ba3f6e375a","","","","",""
"bc6ebb1c-ca78-5496-ab00-bd42cec961ec","","","","{""addr"":""https://nttfalumnipune.com/rtc/ernmroopi"",""allowed"":false}",""
"dc167b78-0155-560c-94ac-231aa746645b","","","","",""
"9b618edf-5b0c-543b-be3f-cc5edac24dde","","","","{""addr"":""https://ellenkicet.ac.in/re/ihrnolloid"",""allowed"":false}",""
"760573e1-c1d2-500a-a2ba-85d5b50339d5","","","","",""
"17153624-2413-5077-abdd-1c35d5ee582c","","","","{""addr"":""https://wifak-investments.com/mitu/emuiiaqn"",""allowed"":false}",""
"1b110b86-77c3-5d0a-9230-00a9d9abbd46","","","","",""
"45d80b13-f624-5a30-859f-205c505467df","","","","{""addr"":""http://173.82.115.170/mirai.ppc"",""allowed"":false}",""
"74a38b06-84ba-5b69-8f26-e88830aa4652","","","","",""
"e52675da-994b-5966-ad8f-32f98efba660","","","","{""addr"":""http://95.214.24.244/1337/Wjgqesf-OLD-3.exe"",""allowed"":false}",""
"cc761ad1-f18d-5dfa-bf98-d94c56e276a6","","","","",""
"2a9d1e5b-5000-5ab3-9b36-30f70dd9aea3","","","","{""addr"":""http://185.216.71.192/jaws"",""allowed"":false}",""
"21ec420b-3eeb-5dd2-8fe6-452185628452","","","","",""
"20f813ec-1f84-573e-b6b6-18c0e364632e","","","","{""addr"":""https://detikbanua.co.id/io/tiuanssaesstepbcii"",""allowed"":false}",""
"d2a671f4-917c-58a1-9633-7a1019644132","","","","",""
"8983cdf2-df79-5480-9f7c-b2a532b50f62","","","","{""addr"":""https://turngrouptechnologies.com/lti/uatpvtumetol"",""allowed"":false}",""
"34359036-2cc6-5594-ae7c-e1d7fc3238fd","","","","",""
"ca7851d2-0a97-5b37-bcae-082a01708692","","","","{""addr"":""https://furniturewalakaka.com/su/lsveoe"",""allowed"":false}",""
"63fb4f0f-3a71-56de-943d-adbf0c8ea497","","","","",""
"a6119510-fe49-5431-be61-6708653b399b","","","","{""addr"":""https://smartcareerinfo.com/lnit/buiedsteind"",""allowed"":false}",""
"1ab0c934-1d86-5d01-8f13-cebd0ecd8ad8","","","","",""
"df8c317c-d182-5019-b463-77509db8bfca","","","","{""addr"":""https://cracowglobal.com/aidn/offerRotner"",""allowed"":false}",""
"83024b14-7604-5f26-a15d-6a392a7cafd6","","","","",""
"67bb9b53-f3c9-573b-bfe5-e92bd08bb99b","","","","{""addr"":""https://clamorpelasnacoes.com.br/opv/tesnliitdbai"",""allowed"":false}",""
"847873bd-b223-5f2c-9a98-2ce3e8066ff7","","","","",""
"2a866ff3-57e8-59f6-9145-c10102e917d4","","","","{""addr"":""http://gccon.in/UploadedFiles/CQTqp8ybddYdbPZIcV3/?i=1"",""allowed"":false}",""
"5154d8ab-a930-5caa-ac2a-92f9710919f1","","","","",""
"178f039b-31a5-5d2b-8949-1164bb834d9c","","","","{""addr"":""https://pastebin.com/raw/Q78g3N3f"",""allowed"":false}",""
"062f2e2d-4396-5a4b-b023-d311454218bd","","","","",""
"4c6e18de-172d-5088-8d82-0d8ca053506d","","","","{""addr"":""http://101.23.139.90:35686/Mozi.m"",""allowed"":false}",""
"a73c8437-b6fe-528a-9b7e-5e9d046ca503","","","","",""
"9383b95a-b42c-5897-b8d4-161580222827","","","","{""addr"":""http://222.117.7.182:12472/.i"",""allowed"":false}",""
"9cb07651-b222-509e-92e9-7b14c3a3aa50","","","","",""
"8db0bca3-f410-5446-95c1-ccb94c3cbe19","","","","{""addr"":""http://190.180.154.127:58703/bin.sh"",""allowed"":false}",""
"9f6db739-74db-57c0-b88f-1147d83e11e6","","","","",""
"b493a397-93f9-54a1-b438-af0997cf2666","","","","{""addr"":""https://prisma.ae/downloads/LOGS00093601/dll/assistant.php"",""allowed"":false}",""
"ceace843-b6d5-55f2-98b7-7e6ed2a7ca08","","","","",""
"3a3afbed-97e3-5725-8f35-93790f3f4f48","","","","{""addr"":""https://yogaandrini.org/ue/inet"",""allowed"":false}",""
"168dccfc-021e-540c-ad98-6a66015bec44","","","","",""
"3cbdf7a1-99fe-5a4b-abc5-33780c834595","","","","{""addr"":""http://212.143.28.78:32467/.i"",""allowed"":false}",""
"e37e1d36-6fbd-583f-9f9c-2b7ffa4fd445","","","","",""
"1ef2c530-b33a-507c-b2e3-c7dd02ac31ec","","","","{""addr"":""https://creditportalboasn.com/tdi/qakbot.zip"",""allowed"":false}",""
"1b0baa5f-2e98-55fa-9412-491ed41d67ce","","","","",""
"6679ddee-047b-5b1c-b4aa-874a237cd876","","","","{""addr"":""https://dtax.pro/uot/aqeanutesu"",""allowed"":false}",""
"d19790e4-e00e-531e-911d-26a68e356480","","","","",""
"4f397bff-dca8-5026-89c2-df4b4d3e732e","","","","{""addr"":""https://hannahdotshop.com/eao/iauxireteeapamoticrntr"",""allowed"":false}",""
"951d7d7c-0da0-52df-a81f-4f7aacf83562","","","","",""
"c3ba8c37-c230-5957-a79b-a109ebbe6f43","","","","{""addr"":""http://212.143.214.49:3006/.i"",""allowed"":false}",""
"bcee35a3-20f9-513e-bf2f-451a50ad8693","","","","",""
"9d6c239c-8b00-57d6-a24c-3a61c7a7ddd3","","","","{""addr"":""http://ddlakava.ac.ug/ghjkl.exe"",""allowed"":false}",""
"ceb817de-d376-5edc-9bd6-d0e8f42769ac","","","","",""
"06270a84-ed42-5456-89a0-c0c4ee0d2531","","","","{""addr"":""https://pastebin.com/raw/H90Mnn7E"",""allowed"":false}",""
"240d3837-0447-562a-9d7b-1f97c3787e86","","","","",""
"e708f558-6032-5ade-868d-c0e7eca0e33a","","","","{""addr"":""https://fabrifolder.com/rvip/qakbot.zip"",""allowed"":false}",""
"1c44bd35-fc55-5bc9-a864-8f152783c606","","","","",""
"aec2b3d2-d0f4-5c18-a307-e3345d5df5d6","","","","{""addr"":""https://riddhitubes.com/omo/offerShehzad"",""allowed"":false}",""
"f5e18688-787f-5ebe-84ec-e481e8810327","","","","",""
"d576c95e-4ef8-5166-95f9-31b001f15ea6","","","","{""addr"":""https://reeltechsolutions.com/im/iosuisqsumps"",""allowed"":false}",""
"1d70c793-6976-5ea9-932b-d267c6811277","","","","",""
"7e0efdd0-0379-5c22-aee5-96b84988eeb9","","","","{""addr"":""https://jbmedia.co.in/aeut/fttguuai"",""allowed"":false}",""
"e857c6e6-9014-5f1a-ae9f-480deda947d6","","","","",""
"160fa48f-8851-53d8-83a0-13da7f165801","","","","{""addr"":""https://sohum-wellness.com/mrre/slriibvoetamola"",""allowed"":false}",""
"58df941e-393d-5f09-82f5-6fa802cd3d95","","","","",""
"f831911a-b00e-5425-ba55-ff3817d546ae","","","","{""addr"":""https://raw.githubusercontent.com/Merlin77klom/myapps/main/Unlock%5BFull_Version%5D.rar"",""allowed"":false}",""
"d1675827-ef7e-5480-abbd-9685c053e2ae","","","","",""
"8ec26cef-b13d-5b0d-a072-e23d92e59bd0","","","","{""addr"":""https://insizatech.com/tiu/sloiirbnte"",""allowed"":false}",""
"0d2d4c3f-6a21-573b-b54e-6ccc4cc4f92d","","","","",""
"3279b610-aa3f-5a13-9c97-4f3929772426","","","","{""addr"":""http://61.85.171.104:55270/.i"",""allowed"":false}",""
"46500ab6-fcb8-5571-bcea-a6cda37ef4c6","","","","",""
"0a3fbd48-ca92-5e6c-b80b-5780b26d300a","","","","{""addr"":""https://rollercentre.com/luom/abadtci"",""allowed"":false}",""
"68cb76db-937e-5940-95d2-93a74f4832ee","","","","",""
"8e10a7aa-066a-560b-8d73-23b72f10c4dc","","","","{""addr"":""https://sugamphotoalbum.com/os/cmnirreeirdisue"",""allowed"":false}",""
"f5f3d4a0-9b5c-5d74-b321-75c28131fd2c","","","","",""
"ed2de380-f5f7-5101-bbf5-df9a7216a402","","","","{""addr"":""https://drive.google.com/uc?export=download&id=1iGS5O27dpTIPoO8IqgpVJQPzyTr0BEkK"",""allowed"":false}",""
"06df9aba-95b1-5a32-9bda-f5277374150a","","","","",""
"faa1c776-1804-5cdc-9d44-7f0ebc122580","","","","{""addr"":""https://polymerprod.com/icoa/ciuniasqcaustuam"",""allowed"":false}",""
"d78f6e37-0c1e-5a34-a2b6-cb684e56d23e","","","","",""
"3212cd8c-1a20-5e72-a603-cf5f97edb899","","","","{""addr"":""https://coopiium.com/auta/uuiqvemaqsl"",""allowed"":false}",""
"3caf6f80-bc18-5bbf-88f0-3be188daeff7","","","","",""
"7aefbe60-8e9a-5ab3-baa3-44827385bf94","","","","{""addr"":""https://zbrgroup.com.pe/ttue/tstunu"",""allowed"":false}",""
"6a7c5bbf-74e1-5c7d-a1d5-e8f8fe26f238","","","","",""
"c268fc4d-b075-5b8d-a146-cd838ab98efd","","","","{""addr"":""https://skconseil.com/sn/aeulstoum"",""allowed"":false}",""
"b6a132e6-0a7e-5f84-bb06-beae7f96bffe","","","","",""
"a050a06c-cb58-5a70-a3f3-c72e27d9cddd","","","","{""addr"":""https://bhalobasaresidency.com/li/remluaarbmou"",""allowed"":false}",""
"dc258a4e-d910-5d36-abbc-47569e05d4cc","","","","",""
"f823084e-0373-5aba-a66c-564be25573f1","","","","{""addr"":""https://abraham-associates.com/iq/siareutom"",""allowed"":false}",""
"a248297a-4406-564e-9078-455b03459799","","","","",""
"145294e6-cf0a-5aaa-9d4c-618325a0f771","","","","{""addr"":""http://194.180.48.9/Gcmftelftdf.bmp"",""allowed"":false}",""
"f655aa2e-88c2-5f54-abcd-c74878b24f0f","","","","",""
"f9b972d3-e17a-5629-8aa0-30e5606b368c","","","","{""addr"":""https://zeeeverse.com/uto/uqeti"",""allowed"":false}",""
"a47cfaec-6ae8-5433-ba84-5823dff10164","","","","",""
"7f334fa7-3c88-5a63-9ea7-748d939bd06b","","","","{""addr"":""http://186.179.253.150:29873/.i"",""allowed"":false}",""
"44c60d48-dd83-5f00-9e83-84ee1bfda769","","","","",""
"b0137a40-8876-5839-9e67-c370115630c8","","","","{""addr"":""https://wah-academy.com/te/taotnatpesiem"",""allowed"":false}",""
"05c8ba4c-5bfa-520f-90d1-0905696bdded","","","","",""
"41f7df26-e7c6-5b72-bd08-6fa804b50e4d","","","","{""addr"":""http://185.132.53.103/mips"",""allowed"":false}",""
"2e507fa6-ba7b-5363-98dd-e8df355da523","","","","",""
"8043354a-cc09-55ea-8f83-d0eb0fd751f3","","","","{""addr"":""https://pramukhfincorp.com/ri/ututippnmaoesevtal"",""allowed"":false}",""
"d8804617-fdfc-56fc-b147-5758d84520db","","","","",""
"7640d4f8-28b7-52b7-8da1-14d189ea9dbc","","","","{""addr"":""https://deepikafoi.in/fila/udiluaamntuitqae"",""allowed"":false}",""
"f932b3b8-666c-57d2-b98f-9d08855eae2c","","","","",""
"ac4d74b5-bc5f-56d8-949b-028953bc43fa","","","","{""addr"":""https://das-erp.com/ai/tntmissuorslamoe"",""allowed"":false}",""
"8e9f27cc-b05a-5057-a309-66d39c4765c1","","","","",""
"517c1812-f82c-557f-b3ed-3c8f72e9dd46","","","","{""addr"":""http://95.31.244.116:5379/.i"",""allowed"":false}",""
"968a4b77-19e5-505b-8817-4f02be2f9fb4","","","","",""
"9b1387c7-dc16-5d7f-80f2-caa5cbac51e7","","","","{""addr"":""https://drrajuldesai.com/xtsa/offerHungerford"",""allowed"":false}",""
"6f04a293-193b-566c-b4b6-c6fc1b639687","","","","",""
"16498cb9-a620-5b63-8860-60aa7b42531f","","","","{""addr"":""https://bpsjambi.id/about/CcN5IbuInPQ/"",""allowed"":false}",""
"364917b8-3415-5b9e-b831-31901a14edea","","","","",""
"15800d01-98a3-5a4b-aa69-13dc497c3625","","","","{""addr"":""https://intimewebdevelopment.com/llp/autlalum"",""allowed"":false}",""
"ae00bbce-c293-5ff7-8a45-20e5a352c5f5","","","","",""
"63e391e5-4092-5681-8767-a43763618409","","","","{""addr"":""http://109.92.181.49:28800/.i"",""allowed"":false}",""
"938b8034-3dc8-57d2-b601-5db150a1f63e","","","","",""
"227ac5b5-6990-5bfe-af3f-83a75b30de26","","","","{""addr"":""https://das-erp.com/ai/nnhsolmsigsiiidi"",""allowed"":false}",""
"575a77c9-99f7-5b4e-a8bc-292b696535e1","","","","",""
"e32151ed-4b1a-5765-b6ce-0ddd24d50b4b","","","","{""addr"":""https://intimewebdevelopment.com/llp/ilmniidegnee"",""allowed"":false}",""
"33aa0bb8-c7ad-53ce-b89b-1b615edf0916","","","","",""
"7255ffc2-dab0-571f-9153-2ec4b487e972","","","","{""addr"":""https://stacybeautyme.com/caum/itesepaeratomnp"",""allowed"":false}",""
"e35d53ad-71c5-55fb-8a60-4c0f3dff1aa1","","","","",""
"9cf4253f-16e7-590a-b005-41692d8faf3d","","","","{""addr"":""http://195.133.40.104/tHtPHU3aQ/win8def.exe"",""allowed"":false}",""
"599c1654-ebbd-5d13-bf4e-ea158e1c1f58","","","","",""
"652838cb-2990-5e78-b420-6ae1a8372ad0","","","","{""addr"":""https://lysun.vn/etoi/qakbot.zip"",""allowed"":false}",""
"ff6663a2-fab4-5a3d-9115-a483e8528fb8","","","","",""
"4eb2dad7-693d-5755-bb32-da84af7a7506","","","","{""addr"":""https://ferragemlisboa.com.br/oiuq/essetbsmnctiuieau"",""allowed"":false}",""
"62976241-0bd3-5f43-ae2e-68c2d3a61005","","","","",""
"48e456f7-621d-5652-883a-1f36db1ad8d5","","","","{""addr"":""https://amandavettorazzo.com.br/pu/uemetar"",""allowed"":false}",""
"fd19df36-ce3a-5b67-84dc-a455b687ae3d","","","","",""
"9de724e3-a74f-5b41-8a31-095a56ecb1a0","","","","{""addr"":""https://growvl.com/uils/index.php?e=qbot.zip"",""allowed"":false}",""
"bfd89ff6-bd06-5392-a6b2-73eafe055e87","","","","",""
"48a5389d-29f0-5687-b478-2b22edf595e2","","","","{""addr"":""https://38butik.com/mi/mhmorcimaoud"",""allowed"":false}",""
"974495b6-0ad9-5c4c-8c35-80566d256524","","","","",""
"b5544a59-3d0f-5ab6-b41e-75ef82b8e8ff","","","","{""addr"":""http://180.218.123.169:9625/.i"",""allowed"":false}",""
"1aa76efd-01bb-53a2-9f5f-22fc19e26f57","","","","",""
"07d1c451-53d0-549d-8a75-a723cad9f9f4","","","","{""addr"":""http://39.87.109.108:39062/Mozi.m"",""allowed"":false}",""
"6f814cdf-9b37-5789-8a79-64ff76bf51bf","","","","",""
"4c3b9bd5-7042-5bab-9c19-67c33961db1b","","","","{""addr"":""https://hostingblade.com/qi/aotdiecumvpmolot"",""allowed"":false}",""
"44dee438-98d7-5410-98e2-6a80805ecff0","","","","",""
"a379a9d5-ea3a-5779-9600-22da69ef50fb","","","","{""addr"":""http://123.13.105.106:35259/bin.sh"",""allowed"":false}",""
"b3a49500-0cac-5cdf-90b5-e7ecfd9e63f2","","","","",""
"14a40e8c-5f65-54fc-ab22-2815deb5a945","","","","{""addr"":""https://pastebin.com/raw/x3KngR6T"",""allowed"":false}",""
"389c42bf-005b-5610-8225-5bde3355d563","","","","",""
"062113d1-d7e6-57cb-871f-ef597fb1a509","","","","{""addr"":""https://amanetslobozianonstop.ro/le/smlattieuoe"",""allowed"":false}",""
"c0769052-25a1-5fee-a01b-592027a07f48","","","","",""
"37da13d8-5005-56fe-8a5a-c643eb11c080","","","","{""addr"":""https://insoniaeansiedade.com.br/outo/atciutda"",""allowed"":false}",""
"bb169cff-9616-5598-bdd0-a4b03c9ed118","","","","",""
"e618c557-961a-5e1d-9bcb-d81949bb0f61","","","","{""addr"":""http://50.88.53.62:23006/.i"",""allowed"":false}",""
"d140487f-b6c6-563b-a382-f1df344f0450","","","","",""
"6e13d480-9435-5a03-bf09-d53cd99cf4f6","","","","{""addr"":""https://confito.com.br/rme/etiruvtenno"",""allowed"":false}",""
"8cde0799-0dd9-5ec1-89e0-d0b66dbed561","","","","",""
"4ff2d0ca-e40a-59ca-84ca-763f57255783","","","","{""addr"":""http://49.74.52.62:48958/Mozi.m"",""allowed"":false}",""
"dd078f1e-a7a4-5094-820b-59d63a6215c7","","","","",""
"0c9009fb-720c-5efb-a175-11c45f0396cf","","","","{""addr"":""https://dexyi.com.br/iuev/oipcorediutex"",""allowed"":false}",""
"89726fca-9fa7-5efd-b8c0-9b05ad3ef69c","","","","",""
"3348619d-3365-543c-8a4c-a927bf2bb66f","","","","{""addr"":""https://equiposyalbercas.com.mx/asn/avrelbleo"",""allowed"":false}",""
"caec85f0-d1ac-50eb-85c3-86298da31c02","","","","",""
"a4212c4f-c740-5a27-b42a-948d30c636fc","","","","{""addr"":""http://113.4.52.78:42864/Mozi.a"",""allowed"":false}",""
"ebe823e4-45bf-5bb2-a328-3913c75fb9ff","","","","",""
"d731f3e1-6aa7-5bc9-804f-03c30eb08508","","","","{""addr"":""http://41.39.34.105:1830/.i"",""allowed"":false}",""
"a730f6de-efb0-5790-a992-c69a7a1d1726","","","","",""
"5eae1141-066b-5072-95d4-023e18f87163","","","","{""addr"":""https://falconpestcontrol.com.au/icnt/qbot.zip"",""allowed"":false}",""
"ad9ab41c-5eb6-51b3-a295-7e9eb723703b","","","","",""
"6a9823dd-06b8-57e4-9b0b-101fb5ff9c02","","","","{""addr"":""http://62.31.126.33:12335/g"",""allowed"":false}",""
"f72bb76f-6860-5ecd-8887-63371d633228","","","","",""
"536146e3-4073-5ca0-8c86-58a38bd31ee3","","","","{""addr"":""https://upyoursyouniversity.com/upos/tseit"",""allowed"":false}",""
"43268e84-53e3-59b4-966d-221e69a99576","","","","",""
"0a917ace-d3af-5654-a713-4bfcf9a92571","","","","{""addr"":""http://182.127.103.41:57871/Mozi.m"",""allowed"":false}",""
"ff0faa0f-5dac-5313-86c8-b1a608bc6980","","","","",""
"4864b33d-1241-5d76-bbcf-b8b9b1fb90a6","","","","{""addr"":""http://92.26.84.52:42784/.i"",""allowed"":false}",""
"96bd4bfd-a7a3-5127-99e8-498c564994aa","","","","",""
"1f5aff0a-2aac-50cb-8ca8-1dfd92397257","","","","{""addr"":""https://altin.co.in/uqq/iaqugfu"",""allowed"":false}",""
"f8833f45-72d0-53a9-870b-1f23663f2a63","","","","",""
"d8c502c3-3733-5a04-a590-3f57f4b36a88","","","","{""addr"":""https://cbscolleges.in/amd/qakbot.zip"",""allowed"":false}",""
"9d9a87a3-9931-50d9-a20e-2fd5642b41c8","","","","",""
"21510f5c-dbbc-54c5-8a53-ddb0cbdfaa6b","","","","{""addr"":""https://taggproducts.com/mu/qbot.zip"",""allowed"":false}",""
"0631ab5b-fe09-594d-9d1c-892d3e53e2bd","","","","",""
"1d3e1adf-1fcf-554d-afc5-c11eeedcd12f","","","","{""addr"":""http://42.230.122.109:58906/Mozi.m"",""allowed"":false}",""
"35c6fa99-cbeb-50b4-9fc1-6ed64f686c84","","","","",""
"a24017e5-f43b-5f72-a4c0-e76d2fcf8147","","","","{""addr"":""https://mrshakesorvetes.com.br/boom/aeluqsv"",""allowed"":false}",""
"4388efe3-5d27-52f1-80fa-5769ebd73a70","","","","",""
"5591cf0d-f2b4-5cb8-9bb2-0ed04437e19e","","","","{""addr"":""https://themesfast.net/tn/mlilueo"",""allowed"":false}",""
"0c32b157-dbfc-5688-a411-877dbb5f9044","","","","",""
"42db5f3d-3ae3-5323-b3db-2a376daff0b6","","","","{""addr"":""https://shopart.me/uio/eoevltmulrdpoaot"",""allowed"":false}",""
"94cfbade-1a4d-5eaa-91d8-14a49d258269","","","","",""
"d5330987-ec10-54a3-8cfa-db1ea4e0bc9e","","","","{""addr"":""http://chemicalbusinessreports.com/omu/tlemnptuotvsai"",""allowed"":false}",""
"c41c065b-151b-5887-8570-3f495c307e40","","","","",""
"b3be2ed7-1a9c-59c9-8e7e-6bee613293c0","","","","{""addr"":""https://magilla-agency.com/ctu/uidta"",""allowed"":false}",""
"31838370-04ef-5ea7-8c27-b04b3d9592d1","","","","",""
"adefe3c8-a210-5614-95a6-c7c14df08caa","","","","{""addr"":""https://mohamedhamada.net/dt/index.php?e=qbot.zip"",""allowed"":false}",""
"c4699a98-5fb7-5ae4-ac13-d94ede98306b","","","","",""
"706d5f82-7193-56e3-88d7-c21352a64f63","","","","{""addr"":""http://121.61.164.181:45015/Mozi.a"",""allowed"":false}",""
"f32187a6-c5f7-5edb-9f4c-9bfd433699fb","","","","",""
"ff0fe149-7eea-5bc0-834a-44a89a9a5582","","","","{""addr"":""https://infinityidea.com/qu/lualpvtutapotevmso"",""allowed"":false}",""
"51c48a3d-e53e-5081-bcbe-c5c74224ba79","","","","",""
"e4cff098-3d88-51aa-acfe-e965b8bbdd5f","","","","{""addr"":""https://pearlofchinabk.com/itte/delromaout"",""allowed"":false}",""
"938d725b-3fa3-54ff-a8e7-00fdd739fe5c","","","","",""
"b56aae45-4d14-51d9-acad-057a8e65ed96","","","","{""addr"":""https://hcbceesaybrothers.com/me/eosloaltpmtuuatv"",""allowed"":false}",""
"e5cb07c6-4a17-5b10-9637-8c18e1945299","","","","",""
"28627516-5d4c-5181-a636-9dff12484ccb","","","","{""addr"":""https://salamehtrading.com/lema/roivrplpasoctsou"",""allowed"":false}",""
"c527866f-ddf9-5831-ba2c-14bd9f5967ed","","","","",""
"7a72cf63-a054-5827-9934-dc860038c2fa","","","","{""addr"":""https://pastebin.com/raw/jbmebsC6"",""allowed"":false}",""
"566e8604-e27d-5922-bdfe-d55e8249e71f","","","","",""
"7a8cef95-3e45-5d7f-873d-2b6bb4a294de","","","","{""addr"":""https://megabrownie.com/tr/tuotalsu"",""allowed"":false}",""
"dac84f9e-316e-5df1-959f-4e53ac12fbf0","","","","",""
"73eb686e-fb35-5d86-9982-96fd3430a872","","","","{""addr"":""http://180.177.241.113:40250/i"",""allowed"":false}",""
"0e7f3300-af6b-5d2f-9abb-c65c18f69144","","","","",""
"9a6fbe25-d7ec-5992-ad51-96772d28f042","","","","{""addr"":""http://89.165.40.132:21767/.i"",""allowed"":false}",""
"52416fc5-ead9-5ed4-ab18-d78557e68385","","","","",""
"8a490cfe-628d-5a52-a00f-20303b185efc","","","","{""addr"":""https://domazhermedicine.edu.eg/mo/hnuaitlsin"",""allowed"":false}",""
"53faad21-2c1d-5708-a9f2-6bbcaa71cfe8","","","","",""
"070b3834-f76b-5c6f-b65c-e8871cc51de3","","","","{""addr"":""https://hackberrydrycleaners.com/sae/faqgiduitilu"",""allowed"":false}",""
"6bff8242-d694-5d83-be48-b421ba4d481e","","","","",""
"31ee741a-c386-59b9-a2c0-9623e29c1754","","","","{""addr"":""https://rapidrentals.ng/aeil/qakbot.zip"",""allowed"":false}",""
"e2151b04-d749-55ad-b542-a54b564122b5","","","","",""
"f44590ae-2cbe-5c12-aad3-5cfd4b4b942c","","","","{""addr"":""https://hotelkingdom.co.tz/ucta/aauttu"",""allowed"":false}",""
"76554c88-b69f-536b-bdec-f886683b2356","","","","",""
"896b8160-3aaa-50af-909c-c802d5c8f5d2","","","","{""addr"":""http://58.255.217.60:56759/Mozi.a"",""allowed"":false}",""
"32d39076-8c8f-5187-8ada-43877629aa31","","","","",""
"b3ec01a8-7db0-5cb8-a90e-5e1e7f0d76bb","","","","{""addr"":""https://reformistindia.com/eoer/offerStott"",""allowed"":false}",""
"e2b8c88e-e295-587a-a72f-dad386eb6f1d","","","","",""
"349ef6fa-8174-5506-ba02-224ed5b3c24b","","","","{""addr"":""http://139.216.102.151:38475/.i"",""allowed"":false}",""
"a8470d27-63cd-517e-9439-741fa82a5656","","","","",""
"ccad19e9-446b-5de5-b0ab-26360ed1bdcd","","","","{""addr"":""http://211.50.54.124:1634/.i"",""allowed"":false}",""
"ab725738-ae43-55b1-9042-8b54be65c71a","","","","",""
"6528aa93-53ae-5e00-83bc-d00d09998d6d","","","","{""addr"":""https://dizaingroup.in/pur/leiuvaq"",""allowed"":false}",""
"18e8e485-11ea-5bfd-a085-43d34b6dfdd0","","","","",""
"1bf27f2b-7ac1-5fb3-a288-347c2f46581d","","","","{""addr"":""https://cititrustholdings.com/lvua/qlouaaidtevpmirn"",""allowed"":false}",""
"9ed9f406-a59e-559c-a7b3-dfbe7ee0fce1","","","","",""
"dafe50c1-2f8e-5cae-bb11-a477547bddc2","","","","{""addr"":""http://gitcdn.link/cdn/gta11113/fgjhfh/main/joftInstall.ek"",""allowed"":false}",""
"389bb872-c3d7-57da-8937-46f10e75c616","","","","",""
"48dd6610-ef41-59b7-8f65-206e3a25da5d","","","","{""addr"":""https://muranoresidencial.mx/tor/aetut"",""allowed"":false}",""
"ee36e48b-bac8-5d94-85ae-25f7200577cf","","","","",""
"f2068775-786e-5e20-96bd-20b414b13d9e","","","","{""addr"":""https://dhillonbrotherstrucking.com/lr/ucmitpeueeuxcrq"",""allowed"":false}",""
"99d52fad-eba2-51c4-8b5f-b1b2daeaf978","","","","",""
"44c9c55a-1db1-51e1-a761-e1a87ef92559","","","","{""addr"":""https://amorcoruja.com.br/arcd/neutud"",""allowed"":false}",""
"8acfdee3-90d0-5fbc-b0aa-aeba5c55fa31","","","","",""
"570d9ba2-6a10-540b-bf89-f7fc5bb3f1a8","","","","{""addr"":""https://das-erp.com/ai/sinistt"",""allowed"":false}",""
"3d53e908-e179-57f9-abf1-c22c129862cc","","","","",""
"e9a5dc7c-4d2c-5ea7-a2e4-1f550f3c91df","","","","{""addr"":""https://ngoklualyak.org/iv/runseiivoeetn"",""allowed"":false}",""
"c277962d-92a4-5eb7-bba2-5f01a99b169b","","","","",""
"64ad020b-01b1-59c1-abcb-f856ef0632de","","","","{""addr"":""http://thevilla.in/ots/tutvnsmeaaolptu"",""allowed"":false}",""
"eefc9b1e-2e43-5e63-a88a-85df08244894","","","","",""
"66563ab5-ee59-5f23-b29f-72a92edfe0a1","","","","{""addr"":""https://cocopasa.com.mx/dtrm/dctiiipcadsnnuii"",""allowed"":false}",""
"d2c1104b-25a4-5136-915e-6ef93e9db942","","","","",""
